invyr,statecd,unitcd,countycd,plot,lat,lon,lon.1,lat.1
2005,6,1,45,50058,39.572348,-123.066163,-123.066163,39.572348
2001,6,1,45,50069,38.835124,-123.524286,-123.524286,38.835124
2005,6,1,45,50366,39.211677,-123.345485,-123.345485,39.211677
2010,6,1,45,50569,39.770057,-122.942514,-122.942514,39.770057
2002,6,1,45,50618,39.723911,-123.684357,-123.684357,39.723911
2009,6,1,45,50725,39.138199,-123.657967,-123.657967,39.138199
2004,6,1,45,50906,39.626492,-123.275692,-123.275692,39.626492
2001,6,1,45,50920,38.926448,-123.303298,-123.303298,38.926448
2010,6,1,45,51019,39.69577,-123.554454,-123.554454,39.69577
2010,6,1,45,51326,39.419672,-123.221611,-123.221611,39.419672
2010,6,1,45,51408,39.922439,-122.948016,-122.948016,39.922439
2002,6,1,45,51571,38.955156,-123.52391,-123.52391,38.955156
2003,6,1,45,51679,39.312598,-123.721162,-123.721162,39.312598
2004,6,1,45,51739,39.280591,-123.533196,-123.533196,39.280591
2003,6,1,45,51841,39.809152,-123.312998,-123.312998,39.809152
2002,6,1,45,51862,39.532175,-123.309971,-123.309971,39.532175
2001,6,1,45,52069,39.85086,-123.208658,-123.208658,39.85086
2004,6,1,45,52312,38.783139,-123.4754,-123.4754,38.783139
2002,6,1,45,52330,38.880098,-123.189622,-123.189622,38.880098
2006,6,1,45,52495,39.939903,-123.270918,-123.270918,39.939903
2008,6,1,45,52499,38.934117,-123.651364,-123.651364,38.934117
2008,6,1,45,52639,39.436384,-123.726805,-123.726805,39.436384
2006,6,1,45,53053,39.564823,-123.356438,-123.356438,39.564823
2008,6,1,45,53111,39.613671,-123.451807,-123.451807,39.613671
2009,6,1,45,53420,39.022096,-123.487229,-123.487229,39.022096
2002,6,1,45,53464,39.571747,-123.632004,-123.632004,39.571747
2005,6,1,45,53483,39.652744,-123.688387,-123.688387,39.652744
2001,6,1,45,53560,39.766304,-123.724262,-123.724262,39.766304
2004,6,1,45,54015,39.737982,-123.447693,-123.447693,39.737982
2001,6,1,45,54359,39.385054,-123.184693,-123.184693,39.385054
2004,6,1,45,54617,39.195427,-123.676969,-123.676969,39.195427
2010,6,1,45,54764,39.320414,-123.040311,-123.040311,39.320414
2001,6,1,45,54910,39.662034,-123.376836,-123.376836,39.662034
2002,6,1,45,55633,39.940095,-123.387581,-123.387581,39.940095
2004,6,1,45,55651,39.057132,-123.629317,-123.629317,39.057132
2005,6,1,45,55828,39.708197,-123.405224,-123.405224,39.708197
2004,6,1,45,56086,39.818456,-123.007637,-123.007637,39.818456
2007,6,1,45,56138,39.649997,-123.624149,-123.624149,39.649997
2003,6,1,45,56206,39.519476,-122.941338,-122.941338,39.519476
2009,6,1,45,56502,39.455859,-123.692046,-123.692046,39.455859
2003,6,1,45,56887,39.383613,-123.09297,-123.09297,39.383613
2001,6,1,45,56964,38.905334,-123.125438,-123.125438,38.905334
2008,6,1,45,57492,38.929369,-123.207404,-123.207404,38.929369
2007,6,1,45,57862,39.721775,-123.018186,-123.018186,39.721775
2003,6,1,45,58022,39.027707,-123.665795,-123.665795,39.027707
2001,6,1,45,58141,39.314401,-123.791939,-123.791939,39.314401
2002,6,1,45,58449,39.0963,-123.573532,-123.573532,39.0963
2003,6,1,45,58546,38.981104,-123.516758,-123.516758,38.981104
2009,6,1,45,58970,39.167612,-123.327073,-123.327073,39.167612
2008,6,1,45,58973,39.585702,-123.752246,-123.752246,39.585702
2005,6,1,45,59632,39.376821,-123.337647,-123.337647,39.376821
2003,6,1,45,60072,39.306731,-123.569384,-123.569384,39.306731
2003,6,1,45,60178,39.477326,-123.617336,-123.617336,39.477326
2005,6,1,45,60382,39.532675,-123.356041,-123.356041,39.532675
2005,6,1,45,60693,39.404658,-123.071243,-123.071243,39.404658
2006,6,1,45,61140,39.379228,-123.619386,-123.619386,39.379228
2001,6,1,45,61173,39.691997,-123.516707,-123.516707,39.691997
2009,6,1,45,61223,39.714499000000004,-122.94158,-122.94158,39.714499000000004
2009,6,1,45,61300,39.360288,-123.558501,-123.558501,39.360288
2002,6,1,45,61324,38.898799,-123.395228,-123.395228,38.898799
2010,6,1,45,61834,39.657797,-123.42716,-123.42716,39.657797
2007,6,1,45,61864,39.563574,-123.68932,-123.68932,39.563574
2005,6,1,45,61986,39.168888,-123.635459,-123.635459,39.168888
2004,6,1,45,62406,39.360305,-123.728988,-123.728988,39.360305
2001,6,1,45,62847,39.510189,-123.516357,-123.516357,39.510189
2009,6,1,45,63101,39.604512,-123.745635,-123.745635,39.604512
2008,6,1,45,63428,39.426991,-123.426177,-123.426177,39.426991
2007,6,1,45,63524,39.271792,-123.661298,-123.661298,39.271792
2010,6,1,45,63816,39.438129000000004,-123.668456,-123.668456,39.438129000000004
2005,6,1,45,64695,38.898013,-123.315367,-123.315367,38.898013
2007,6,1,45,64701,38.858973,-123.504648,-123.504648,38.858973
2001,6,1,45,64713,39.038894,-123.431512,-123.431512,39.038894
2007,6,1,45,64766,39.012807,-123.110887,-123.110887,39.012807
2005,6,1,45,64834,39.714644,-123.118786,-123.118786,39.714644
2006,6,1,45,65203,39.439455,-123.506783,-123.506783,39.439455
2004,6,1,45,65261,39.284043,-123.288665,-123.288665,39.284043
2008,6,1,45,65273,39.460136,-123.125736,-123.125736,39.460136
2009,6,1,45,65989,39.5477,-123.2774,-123.2774,39.5477
2010,6,1,45,66351,39.099013,-123.160575,-123.160575,39.099013
2008,6,1,45,66631,39.140085,-123.357297,-123.357297,39.140085
2006,6,1,45,66729,39.703555,-123.683141,-123.683141,39.703555
2001,6,1,45,66881,39.867837,-123.07111,-123.07111,39.867837
2010,6,1,45,67118,38.923534,-123.623869,-123.623869,38.923534
2010,6,1,45,67288,39.303004,-123.370973,-123.370973,39.303004
2006,6,1,45,67698,39.048445,-123.612322,-123.612322,39.048445
2007,6,1,45,68391,39.002391,-123.572579,-123.572579,39.002391
2002,6,1,45,68433,38.785285,-123.533627,-123.533627,38.785285
2010,6,1,45,68607,39.472193,-123.084112,-123.084112,39.472193
2006,6,1,45,68647,38.911425,-123.555308,-123.555308,38.911425
2008,6,1,45,68695,39.082858,-123.205757,-123.205757,39.082858
2004,6,1,45,68699,39.456142,-123.246775,-123.246775,39.456142
2008,6,1,45,68778,38.99388,-123.066053,-123.066053,38.99388
2010,6,1,45,68947,38.939151,-123.143174,-123.143174,38.939151
2008,6,1,45,69007,39.915085,-123.518813,-123.518813,39.915085
2005,6,1,45,69090,39.478776,-123.527264,-123.527264,39.478776
2002,6,1,45,69209,39.814809,-123.041765,-123.041765,39.814809
2008,6,1,45,69269,39.587128,-123.300166,-123.300166,39.587128
2002,6,1,45,70219,39.267345,-123.106159,-123.106159,39.267345
2002,6,1,45,70783,39.359379,-123.759819,-123.759819,39.359379
2003,6,1,45,70845,39.545257,-123.10913,-123.10913,39.545257
2008,6,1,45,70869,39.553773,-123.590463,-123.590463,39.553773
2002,6,1,45,71010,39.915534,-123.227798,-123.227798,39.915534
2006,6,1,45,71145,39.587168,-123.025372,-123.025372,39.587168
2006,6,1,45,71184,39.257962,-123.761783,-123.761783,39.257962
2003,6,1,45,71439,38.826549,-123.492266,-123.492266,38.826549
2007,6,1,45,71502,38.880169,-123.080707,-123.080707,38.880169
2007,6,1,45,71757,39.643707,-123.488505,-123.488505,39.643707
2009,6,1,45,72157,39.879023,-123.296616,-123.296616,39.879023
2006,6,1,45,72583,39.12215,-123.134401,-123.134401,39.12215
2001,6,1,45,72739,39.328095,-123.50041,-123.50041,39.328095
2002,6,1,45,73070,39.45933,-123.290655,-123.290655,39.45933
2010,6,1,45,73463,39.968592,-123.136755,-123.136755,39.968592
2007,6,1,45,73493,38.889601999999996,-123.202216,-123.202216,38.889601999999996
2004,6,1,45,73531,39.915671,-123.180329,-123.180329,39.915671
2006,6,1,45,73742,39.549826,-123.653057,-123.653057,39.549826
2004,6,1,45,73822,39.906585,-123.468701,-123.468701,39.906585
2001,6,1,45,74085,39.14727,-123.530513,-123.530513,39.14727
2001,6,1,45,74262,39.075729,-123.146418,-123.146418,39.075729
2001,6,1,45,74283,39.452832,-123.649524,-123.649524,39.452832
2008,6,1,45,74391,39.774289,-123.464918,-123.464918,39.774289
2009,6,1,45,74457,39.526249,-123.082234,-123.082234,39.526249
2005,6,1,45,74500,38.822382,-123.438799,-123.438799,38.822382
2004,6,1,45,74663,38.94534,-123.471414,-123.471414,38.94534
2009,6,1,45,74794,39.302811,-123.677779,-123.677779,39.302811
2010,6,1,45,74930,39.284123,-123.168774,-123.168774,39.284123
2002,6,1,45,75027,39.652352,-123.005113,-123.005113,39.652352
2005,6,1,45,75129,39.140642,-123.633297,-123.633297,39.140642
2001,6,1,45,75306,39.297431,-123.626203,-123.626203,39.297431
2004,6,1,45,75353,39.580166,-123.107437,-123.107437,39.580166
2003,6,1,45,75875,39.005485,-123.611375,-123.611375,39.005485
2003,6,1,45,76227,39.348972,-123.437599,-123.437599,39.348972
2007,6,1,45,76306,39.484381,-123.44719,-123.44719,39.484381
2008,6,1,45,76459,39.953178,-123.208407,-123.208407,39.953178
2005,6,1,45,76723,39.493526,-123.677487,-123.677487,39.493526
2003,6,1,45,76827,39.174355,-123.687059,-123.687059,39.174355
2002,6,1,45,77282,39.278552,-123.598941,-123.598941,39.278552
2009,6,1,45,77371,39.577455,-122.951768,-122.951768,39.577455
2007,6,1,45,78031,39.976348,-123.210211,-123.210211,39.976348
2006,6,1,45,78033,39.253969,-123.461892,-123.461892,39.253969
2008,6,1,45,78300,39.223873,-123.541966,-123.541966,39.223873
2009,6,1,45,78323,39.179068,-123.520748,-123.520748,39.179068
2002,6,1,45,78386,39.740868,-123.221001,-123.221001,39.740868
2004,6,1,45,78569,39.248943,-123.333985,-123.333985,39.248943
2002,6,1,45,78593,39.422114,-123.602815,-123.602815,39.422114
2004,6,1,45,78842,39.966194,-122.999937,-122.999937,39.966194
2005,6,1,45,79005,39.175197,-123.473174,-123.473174,39.175197
2005,6,1,45,79117,39.498291,-123.229932,-123.229932,39.498291
2010,6,1,45,79208,39.458376,-123.349571,-123.349571,39.458376
2008,6,1,45,79468,39.91645,-123.003354,-123.003354,39.91645
2010,6,1,45,79565,39.898365,-123.275691,-123.275691,39.898365
2008,6,1,45,79670,39.253473,-123.704667,-123.704667,39.253473
2009,6,1,45,79725,39.880932,-122.996195,-122.996195,39.880932
2003,6,1,45,79765,39.734722,-123.167905,-123.167905,39.734722
2001,6,1,45,79866,39.009161,-123.27787,-123.27787,39.009161
2002,6,1,45,80220,38.836746,-123.229421,-123.229421,38.836746
2005,6,1,45,80515,38.869761,-123.585866,-123.585866,38.869761
2003,6,1,45,80773,39.963064,-123.340676,-123.340676,39.963064
2006,6,1,45,80812,39.967169,-122.961554,-122.961554,39.967169
2002,6,1,45,80877,39.608076,-123.304112,-123.304112,39.608076
2007,6,1,45,81002,39.312565,-123.45969,-123.45969,39.312565
2003,6,1,45,81042,39.653127,-123.334289,-123.334289,39.653127
2003,6,1,45,81254,39.488988,-123.27751,-123.27751,39.488988
2005,6,1,45,81279,38.987279,-123.47571,-123.47571,38.987279
2010,6,1,45,81377,39.614444,-122.920101,-122.920101,39.614444
2009,6,1,45,81463,38.867264,-123.006632,-123.006632,38.867264
2001,6,1,45,81554,39.633342,-123.561355,-123.561355,39.633342
2001,6,1,45,81560,39.319391,-123.326803,-123.326803,39.319391
2006,6,1,45,81728,39.662337,-122.91129,-122.91129,39.662337
2008,6,1,45,81760,39.244427,-123.214894,-123.214894,39.244427
2002,6,1,45,81940,39.873588,-123.499627,-123.499627,39.873588
2004,6,1,45,82020,38.81155,-123.151421,-123.151421,38.81155
2010,6,1,45,82045,38.922398,-123.457581,-123.457581,38.922398
2002,6,1,45,82177,39.394458,-123.472071,-123.472071,39.394458
2008,6,1,45,82652,39.720223,-123.773832,-123.773832,39.720223
2001,6,1,45,82775,39.741467,-122.914129,-122.914129,39.741467
2010,6,1,45,82912,39.810521,-123.110575,-123.110575,39.810521
2005,6,1,45,83272,39.796054,-123.555831,-123.555831,39.796054
2006,6,1,45,83419,39.130358,-123.452778,-123.452778,39.130358
2001,6,1,45,83473,39.523745,-123.003639,-123.003639,39.523745
2007,6,1,45,83504,38.988399,-123.378139,-123.378139,38.988399
2007,6,1,45,83722,38.839982,-123.343859,-123.343859,38.839982
2009,6,1,45,83970,39.053439,-123.193792,-123.193792,39.053439
2008,6,1,45,84966,39.284063,-123.426702,-123.426702,39.284063
2004,6,1,45,85192,39.428626,-123.57472,-123.57472,39.428626
2009,6,1,45,85274,38.876095,-123.4875,-123.4875,38.876095
2004,6,1,45,85353,39.305417,-123.24004,-123.24004,39.305417
2010,6,1,45,85374,39.229845,-123.484824,-123.484824,39.229845
2001,6,1,45,85687,39.183038,-123.430676,-123.430676,39.183038
2007,6,1,45,85690,39.516684,-123.601468,-123.601468,39.516684
2003,6,1,45,85748,39.876278,-123.163304,-123.163304,39.876278
2009,6,1,45,86109,38.830927,-123.293297,-123.293297,38.830927
2005,6,1,45,86204,38.870152,-123.157377,-123.157377,38.870152
2005,6,1,45,86295,39.850357,-123.125309,-123.125309,39.850357
2005,6,1,45,86515,39.327388,-123.210205,-123.210205,39.327388
2004,6,1,45,86714,39.770736,-123.268817,-123.268817,39.770736
2003,6,1,45,86860,38.855094,-123.188473,-123.188473,38.855094
2003,6,1,45,86864,39.859569,-123.012412,-123.012412,39.859569
2007,6,1,45,86880,39.584575,-123.008835,-123.008835,39.584575
2009,6,1,45,87054,39.83197,-123.131633,-123.131633,39.83197
2001,6,1,45,87969,39.362658,-123.452055,-123.452055,39.362658
2006,6,1,45,88512,39.775387,-123.104224,-123.104224,39.775387
2007,6,1,45,88549,39.3228,-123.623726,-123.623726,39.3228
2007,6,1,45,88598,39.162151,-123.412828,-123.412828,39.162151
2006,6,1,45,88651,38.956182,-123.428899,-123.428899,38.956182
2003,6,1,45,88766,39.679869,-123.006444,-123.006444,39.679869
2002,6,1,45,88902,39.132197,-123.278779,-123.278779,39.132197
2006,6,1,45,89280,39.468046,-123.181645,-123.181645,39.468046
2007,6,1,45,89820,39.712072,-123.343533,-123.343533,39.712072
2001,6,1,45,90233,39.224018,-123.119185,-123.119185,39.224018
2009,6,1,45,90301,39.475816,-123.379876,-123.379876,39.475816
2009,6,1,45,90385,39.192574,-123.565823,-123.565823,39.192574
2008,6,1,45,90618,39.626727,-123.159139,-123.159139,39.626727
2003,6,1,45,90768,39.209057,-123.409141,-123.409141,39.209057
2003,6,1,45,90773,39.848072,-123.511973,-123.511973,39.848072
2006,6,1,45,91292,39.923577,-123.569569,-123.569569,39.923577
2003,6,1,45,91343,39.207485,-123.071959,-123.071959,39.207485
2010,6,1,45,91441,39.092897,-123.620683,-123.620683,39.092897
2010,6,1,45,91601,39.11915,-123.324247,-123.324247,39.11915
2003,6,1,45,92116,39.778139,-123.157092,-123.157092,39.778139
2001,6,1,45,92216,39.438513,-123.124047,-123.124047,39.438513
2001,6,1,45,92302,39.92793,-123.077867,-123.077867,39.92793
2005,6,1,45,92471,39.684496,-123.058222,-123.058222,39.684496
2009,6,1,45,92921,39.508299,-123.572176,-123.572176,39.508299
2010,6,1,45,93088,39.070044,-123.444139,-123.444139,39.070044
2010,6,1,45,93224,39.552791,-123.540254,-123.540254,39.552791
2005,6,1,45,93265,38.90262,-123.513825,-123.513825,38.90262
2002,6,1,45,93408,39.732178,-123.494975,-123.494975,39.732178
2005,6,1,45,93525,39.036552,-123.327995,-123.327995,39.036552
2010,6,1,45,93567,39.416444,-123.510589,-123.510589,39.416444
2001,6,1,45,93711,39.15833,-123.296544,-123.296544,39.15833
2004,6,1,45,94162,39.931059,-123.309422,-123.309422,39.931059
2006,6,1,45,94236,38.78118,-123.388052,-123.388052,38.78118
2003,6,1,45,94664,39.324153,-123.272171,-123.272171,39.324153
