invyr,statecd,unitcd,countycd,plot,lat,lon,lon.1,lat.1
2005,10,1,1,9,39.036267,-75.604881,-75.604881,39.036267
2007,10,1,1,22,39.226794,-75.753772,-75.753772,39.226794
2004,10,1,1,30,38.888566,-75.720977,-75.720977,38.888566
2008,10,1,1,31,39.034964,-75.678535,-75.678535,39.034964
2006,10,1,1,43,39.066193,-75.741472,-75.741472,39.066193
2004,10,1,1,48,39.279012,-75.503335,-75.503335,39.279012
2007,10,1,1,68,39.20496,-75.613049,-75.613049,39.20496
2008,10,1,1,69,39.091568,-75.630246,-75.630246,39.091568
2005,10,1,1,78,38.956912,-75.481142,-75.481142,38.956912
2008,10,1,1,104,38.922367,-75.422871,-75.422871,38.922367
2008,10,1,1,128,39.063074,-75.676665,-75.676665,39.063074
2004,10,1,1,132,39.075831,-75.599644,-75.599644,39.075831
2005,10,1,1,133,38.844594,-75.704499,-75.704499,38.844594
2006,10,1,1,147,38.928181,-75.617906,-75.617906,38.928181
2005,10,1,1,148,39.214477,-75.671618,-75.671618,39.214477
2007,10,1,1,165,39.119883,-75.673169,-75.673169,39.119883
2008,10,1,1,178,39.209291,-75.743012,-75.743012,39.209291
2005,10,1,1,198,39.145088,-75.728358,-75.728358,39.145088
2004,10,1,1,202,38.955339,-75.5404,-75.5404,38.955339
2006,10,1,1,209,38.837927,-75.685368,-75.685368,38.837927
2004,10,1,1,238,39.040084,-75.623223,-75.623223,39.040084
2004,10,1,1,239,38.887605,-75.57719,-75.57719,38.887605
2004,10,1,1,241,39.270962,-75.655451,-75.655451,39.270962
2006,10,1,1,247,38.989391,-75.446886,-75.446886,38.989391
2007,10,1,1,254,39.012079,-75.372354,-75.372354,39.012079
2008,10,1,1,257,38.978282,-75.698541,-75.698541,38.978282
2005,10,1,1,259,38.864802,-75.548909,-75.548909,38.864802
2007,10,1,1,263,38.949681,-75.596624,-75.596624,38.949681
2008,10,1,1,267,38.897002,-75.585964,-75.585964,38.897002
2006,10,1,1,289,39.064528,-75.553544,-75.553544,39.064528
2006,10,1,1,323,39.035416,-75.46372,-75.46372,39.035416
2007,10,1,1,349,39.346184,-75.544842,-75.544842,39.346184
2007,10,1,1,351,38.989343,-75.718306,-75.718306,38.989343
2005,10,1,1,353,39.022095,-75.453258,-75.453258,39.022095
2008,10,1,1,357,39.239878,-75.704286,-75.704286,39.239878
2005,10,1,1,364,39.243633,-75.658125,-75.658125,39.243633
2006,10,1,1,370,39.232439,-75.63755,-75.63755,39.232439
2006,10,1,1,376,39.188619,-75.632715,-75.632715,39.188619
2007,10,1,1,381,39.162751,-75.57705,-75.57705,39.162751
2005,10,1,1,385,38.988795,-75.46696,-75.46696,38.988795
2006,10,1,1,390,38.990066,-75.587157,-75.587157,38.990066
2008,10,1,1,409,38.928974,-75.729941,-75.729941,38.928974
2008,10,1,1,420,39.17859,-75.620653,-75.620653,39.17859
2008,10,1,1,425,39.212448,-75.558127,-75.558127,39.212448
2005,10,1,1,426,39.090469,-75.425557,-75.425557,39.090469
2006,10,1,1,435,39.038101,-75.727664,-75.727664,39.038101
2004,10,1,1,450,39.177842,-75.740358,-75.740358,39.177842
2008,10,1,1,461,39.303522,-75.493444,-75.493444,39.303522
2004,10,1,1,470,39.012443,-75.405569,-75.405569,39.012443
2005,10,1,1,488,38.999907,-75.609511,-75.609511,38.999907
2007,10,1,1,489,38.920703,-75.615087,-75.615087,38.920703
2006,10,1,1,495,39.150771,-75.686855,-75.686855,39.150771
2004,10,1,1,499,38.934163,-75.711959,-75.711959,38.934163
2006,10,1,1,516,39.257947,-75.597538,-75.597538,39.257947
2008,10,1,1,526,39.191878,-75.739226,-75.739226,39.191878
2007,10,1,1,528,39.286511,-75.747796,-75.747796,39.286511
2004,10,1,1,538,39.005202,-75.491305,-75.491305,39.005202
2008,10,1,1,602,39.279221,-75.529177,-75.529177,39.279221
2008,10,1,3,50,39.534908,-75.730441,-75.730441,39.534908
2005,10,1,3,58,39.784497,-75.667678,-75.667678,39.784497
2007,10,1,3,71,39.316952,-75.70726,-75.70726,39.316952
2007,10,1,3,81,39.342675,-75.704398,-75.704398,39.342675
2006,10,1,3,99,39.31569,-75.758309,-75.758309,39.31569
2004,10,1,3,123,39.730185,-75.751638,-75.751638,39.730185
