invyr,statecd,unitcd,countycd,plot,lat,lon,lon.1,lat.1
2005,9,1,1,26,41.326418,-73.31401,-73.31401,41.326418
2006,9,1,1,63,41.149387,-73.609083,-73.609083,41.149387
2004,9,1,1,71,41.543505,-73.516343,-73.516343,41.543505
2007,9,1,1,74,41.155395,-73.306829,-73.306829,41.155395
2006,9,1,1,85,41.42214,-73.492007,-73.492007,41.42214
2003,9,1,1,112,41.216342,-73.257988,-73.257988,41.216342
2004,9,1,1,154,41.158096,-73.123865,-73.123865,41.158096
2007,9,1,1,222,41.52772,-73.483914,-73.483914,41.52772
2004,9,1,1,235,41.399729,-73.280223,-73.280223,41.399729
2007,9,1,1,247,41.222127,-73.310724,-73.310724,41.222127
2006,9,1,1,257,41.353071,-73.461193,-73.461193,41.353071
2007,9,1,1,293,41.323246,-73.376617,-73.376617,41.323246
2007,9,1,1,310,41.331377,-73.450426,-73.450426,41.331377
2006,9,1,1,319,41.306481,-73.292065,-73.292065,41.306481
2005,9,1,1,335,41.186316,-73.420492,-73.420492,41.186316
2003,9,1,1,373,41.24842,-73.373789,-73.373789,41.24842
2007,9,1,1,423,41.260484,-73.125152,-73.125152,41.260484
2007,9,1,1,447,41.403033,-73.337314,-73.337314,41.403033
2003,9,1,1,478,41.27264,-73.378186,-73.378186,41.27264
2006,9,1,1,486,41.403617,-73.207726,-73.207726,41.403617
2005,9,1,1,492,41.117108,-73.612543,-73.612543,41.117108
2005,9,1,1,536,41.352239,-73.176302,-73.176302,41.352239
2003,9,1,1,542,41.428492,-73.28413,-73.28413,41.428492
2007,9,1,1,586,41.647395,-73.496921,-73.496921,41.647395
2004,9,1,1,595,41.309695,-73.480651,-73.480651,41.309695
2007,9,1,1,614,41.110873,-73.50992,-73.50992,41.110873
2004,9,1,1,640,41.089541,-73.45036,-73.45036,41.089541
2004,9,1,1,651,41.127902,-73.334036,-73.334036,41.127902
2006,9,1,1,658,41.502678,-73.509909,-73.509909,41.502678
2006,9,1,1,664,41.27695,-73.337874,-73.337874,41.27695
2009,9,1,1,710,41.153483,-73.26683,-73.26683,41.153483
2004,9,1,3,3,41.877019,-72.872146,-72.872146,41.877019
2005,9,1,3,15,41.799841,-72.784373,-72.784373,41.799841
2003,9,1,3,44,41.675454,-72.580483,-72.580483,41.675454
2006,9,1,3,76,41.817598,-72.721133,-72.721133,41.817598
2003,9,1,3,97,41.73332,-72.54495,-72.54495,41.73332
2007,9,1,3,137,41.670347,-72.988977,-72.988977,41.670347
2007,9,1,3,147,41.664117,-72.468166,-72.468166,41.664117
2007,9,1,3,161,41.958918,-72.610161,-72.610161,41.958918
2003,9,1,3,165,41.698944,-72.909074,-72.909074,41.698944
2005,9,1,3,174,41.925775,-72.797543,-72.797543,41.925775
2005,9,1,3,189,41.583005,-72.798106,-72.798106,41.583005
2006,9,1,3,193,41.674503,-72.889063,-72.889063,41.674503
2003,9,1,3,198,41.791748,-72.837684,-72.837684,41.791748
2005,9,1,3,200,41.933517,-72.862707,-72.862707,41.933517
2006,9,1,3,214,41.769735,-72.829393,-72.829393,41.769735
2003,9,1,3,220,41.579086,-72.874269,-72.874269,41.579086
2003,9,1,3,230,42.011198,-72.876923,-72.876923,42.011198
2006,9,1,3,239,41.88005,-72.547726,-72.547726,41.88005
2007,9,1,3,242,41.951781,-72.773941,-72.773941,41.951781
2004,9,1,3,244,41.858739,-72.836107,-72.836107,41.858739
2007,9,1,3,288,41.748506,-72.896343,-72.896343,41.748506
2007,9,1,3,291,41.645803,-72.47229,-72.47229,41.645803
2006,9,1,3,304,41.738816,-72.970173,-72.970173,41.738816
2004,9,1,3,311,41.682563,-72.501641,-72.501641,41.682563
2006,9,1,3,316,41.738839,-72.471442,-72.471442,41.738839
2007,9,1,3,331,42.03146,-72.7337,-72.7337,42.03146
2007,9,1,3,353,41.949216,-72.805155,-72.805155,41.949216
2005,9,1,3,359,41.88845,-72.933821,-72.933821,41.88845
2003,9,1,3,365,41.56302,-72.864108,-72.864108,41.56302
2004,9,1,3,389,41.929349,-72.567394,-72.567394,41.929349
2007,9,1,3,417,41.985378,-72.904024,-72.904024,41.985378
2007,9,1,3,425,41.645515,-72.776885,-72.776885,41.645515
2003,9,1,3,431,41.825121,-72.633355,-72.633355,41.825121
2005,9,1,3,443,41.966475,-72.629878,-72.629878,41.966475
2003,9,1,3,518,41.589447,-72.459568,-72.459568,41.589447
2006,9,1,3,519,41.860531,-72.550541,-72.550541,41.860531
2004,9,1,3,557,41.988894,-72.724421,-72.724421,41.988894
2003,9,1,3,563,41.64937,-72.425544,-72.425544,41.64937
2004,9,1,3,565,41.964339,-72.863902,-72.863902,41.964339
2003,9,1,3,578,41.860104,-72.603452,-72.603452,41.860104
2006,9,1,3,624,41.788857,-72.981173,-72.981173,41.788857
2007,9,1,3,701,41.820681,-72.892078,-72.892078,41.820681
2006,9,1,5,10,42.038954,-73.180976,-73.180976,42.038954
2006,9,1,5,19,41.849924,-73.109406,-73.109406,41.849924
2004,9,1,5,20,41.986124,-73.261999,-73.261999,41.986124
2004,9,1,5,32,41.949095,-73.457315,-73.457315,41.949095
2005,9,1,5,34,41.615947,-73.293023,-73.293023,41.615947
2006,9,1,5,36,41.729005,-73.391832,-73.391832,41.729005
2003,9,1,5,51,42.019864,-73.030118,-73.030118,42.019864
2007,9,1,5,54,41.623141,-73.225548,-73.225548,41.623141
2004,9,1,5,61,41.743962,-73.229875,-73.229875,41.743962
2005,9,1,5,82,42.004163,-73.462842,-73.462842,42.004163
2006,9,1,5,93,41.570563,-73.311003,-73.311003,41.570563
2007,9,1,5,101,41.914467,-73.018282,-73.018282,41.914467
2003,9,1,5,104,41.940529,-73.488801,-73.488801,41.940529
2007,9,1,5,116,41.930825,-73.350654,-73.350654,41.930825
2006,9,1,5,117,41.646248,-73.100015,-73.100015,41.646248
2005,9,1,5,123,41.72267,-73.223689,-73.223689,41.72267
2006,9,1,5,133,41.791342,-73.177522,-73.177522,41.791342
2006,9,1,5,141,41.609005,-73.452925,-73.452925,41.609005
2006,9,1,5,142,41.939359,-73.233891,-73.233891,41.939359
2004,9,1,5,150,41.889523,-73.138967,-73.138967,41.889523
2007,9,1,5,151,41.766481,-73.269101,-73.269101,41.766481
2005,9,1,5,159,41.607427,-73.166305,-73.166305,41.607427
2006,9,1,5,167,41.747077,-73.118462,-73.118462,41.747077
2006,9,1,5,183,41.543788,-73.278181,-73.278181,41.543788
2007,9,1,5,187,41.889435,-73.376594,-73.376594,41.889435
2006,9,1,5,190,41.805249,-73.472789,-73.472789,41.805249
2007,9,1,5,228,41.602777,-73.259734,-73.259734,41.602777
2006,9,1,5,237,41.676225,-73.225615,-73.225615,41.676225
2006,9,1,5,252,41.705938,-73.028025,-73.028025,41.705938
2003,9,1,5,254,41.690418,-73.288949,-73.288949,41.690418
2004,9,1,5,276,41.686848,-73.077963,-73.077963,41.686848
2003,9,1,5,287,41.812945,-73.344703,-73.344703,41.812945
2006,9,1,5,300,41.823266,-73.300795,-73.300795,41.823266
2004,9,1,5,301,41.953069,-72.917388,-72.917388,41.953069
