ct,spcd,statecd,unitcd,countycd,plot,invyr
9,318,39,2,167,14073,2016
18,541,39,3,13,283,2012
12,762,39,3,13,283,2012
9,316,39,3,13,2644,2013
10,500,39,3,13,4292,2013
11,318,39,3,13,4879,2016
8,313,39,3,13,5326,2011
7,318,39,3,13,5532,2013
8,541,39,3,13,5827,2014
9,762,39,3,19,533,2012
9,762,39,3,19,1853,2011
12,316,39,3,19,2633,2014
15,762,39,3,19,4340,2011
14,318,39,3,19,4382,2015
8,531,39,3,31,6,2012
29,621,39,3,31,672,2012
11,762,39,3,31,750,2012
8,762,39,3,31,993,2013
21,931,39,3,31,993,2013
11,318,39,3,31,1154,2015
17,318,39,3,31,3386,2016
16,316,39,3,31,4359,2016
5,531,39,3,31,4735,2013
7,762,39,3,59,36,2012
15,541,39,3,59,2529,2014
12,762,39,3,59,3241,2013
8,762,39,3,59,3793,2015
8,316,39,3,67,2499,2013
11,762,39,3,67,2499,2013
10,762,39,3,67,3343,2013
7,975,39,3,67,3343,2013
23,316,39,3,67,5586,2015
10,762,39,3,75,3118,2013
7,407,39,3,75,4991,2015
14,318,39,3,75,5520,2015
11,316,39,3,81,323,2012
15,762,39,3,81,323,2012
5,318,39,3,81,1144,2013
23,762,39,3,81,2340,2013
20,316,39,3,81,4114,2014
11,318,39,3,81,4263,2011
5,318,39,3,111,511,2012
8,318,39,3,111,1202,2011
5,318,39,3,111,2349,2016
10,641,39,3,111,2708,2011
13,318,39,3,111,3407,2013
12,316,39,3,111,3729,2011
10,318,39,3,111,5460,2015
19,318,39,3,111,5542,2016
5,531,39,3,111,5542,2016
5,802,39,3,119,125,2012
5,731,39,3,119,2977,2011
11,314,39,3,119,3002,2013
11,318,39,3,119,3258,2011
14,541,39,3,119,3258,2011
7,972,39,3,119,4370,2015
15,313,39,3,119,5194,2016
7,731,39,3,119,5194,2016
21,316,39,3,119,5605,2013
12,316,39,3,121,3566,2013
18,318,39,3,121,4798,2011
8,313,39,3,121,5831,2013
13,541,39,3,121,5831,2013
16,762,39,3,157,2301,2013
10,621,39,3,157,2791,2016
8,701,39,3,157,3042,2013
20,316,39,3,157,3844,2014
11,762,39,3,157,3844,2014
15,316,39,3,157,4208,2015
8,318,39,3,157,5175,2014
7,621,39,3,157,5175,2014
11,318,39,4,5,570,2012
14,830,39,4,5,1216,2011
16,316,39,4,5,1910,2016
9,318,39,4,5,2337,2016
18,318,39,4,5,2830,2013
18,318,39,4,5,2847,2013
23,318,39,4,5,2899,2011
15,972,39,4,5,3821,2015
22,316,39,4,7,120,2012
12,316,39,4,7,2902,2014
9,762,39,4,7,3316,2011
22,318,39,4,7,4683,2014
28,316,39,4,7,5071,2015
18,316,39,4,29,388,2012
12,693,39,4,29,388,2012
16,318,39,4,29,2600,2014
6,261,39,4,29,4291,2013
20,318,39,4,29,5755,2011
14,316,39,4,55,1468,2016
10,531,39,4,55,1468,2016
34,544,39,4,55,2224,2011
19,316,39,4,55,2285,2015
9,544,39,4,55,2285,2015
24,316,39,4,55,2792,2011
5,316,39,4,55,3015,2013
35,91,39,4,55,4012,2014
14,531,39,4,55,5157,2016
10,407,39,4,77,1952,2011
11,318,39,4,85,4474,2015
11,318,39,4,85,5371,2011
13,951,39,4,93,44,2012
10,318,39,4,93,3153,2013
23,316,39,4,99,3378,2011
16,316,39,4,99,6799,2016
12,541,39,4,103,3158,2011
40,316,39,4,103,3747,2016
7,316,39,4,133,64,2012
11,318,39,4,133,2664,2016
15,762,39,4,133,3221,2016
24,316,39,4,133,4978,2015
9,318,39,4,139,1189,2011
10,318,39,4,139,1637,2016
14,331,39,4,139,4286,2011
11,762,39,4,151,580,2012
13,762,39,4,151,3874,2015
12,316,39,4,151,5422,2013
11,316,39,4,153,515,2012
13,531,39,4,153,2165,2014
19,130,39,4,153,4307,2011
9,318,39,4,153,7019,2012
22,341,39,4,153,7019,2012
43,316,39,4,155,447,2012
32,316,39,4,155,935,2011
13,762,39,4,155,935,2011
8,316,39,4,155,1511,2014
28,621,39,4,155,1511,2014
15,762,39,4,155,1960,2013
18,316,39,4,155,4515,2013
13,316,39,4,155,4794,2016
24,316,39,4,155,4898,2015
8,830,39,4,155,4898,2015
14,316,39,4,155,5375,2011
17,316,39,4,155,5459,2015
12,621,39,4,169,408,2012
12,318,39,5,17,744,2012
7,318,39,5,17,2091,2013
6,972,39,5,23,5756,2013
35,316,39,5,27,164,2012
10,313,39,5,27,696,2012
8,407,39,5,45,43,2012
13,762,39,5,45,425,2012
15,972,39,5,61,57,2012
17,318,39,5,61,471,2012
15,331,39,5,61,2063,2015
15,641,39,5,61,2446,2016
16,318,39,5,61,4579,2015
5,602,39,5,89,1491,2014
10,318,39,5,89,1665,2014
7,318,39,5,89,4604,2014
13,313,39,5,97,1236,2013
4,972,39,5,97,1236,2013
13,318,39,5,113,4630,2011
5,462,39,5,113,4630,2011
19,641,39,5,135,1309,2014
28,901,39,5,135,1422,2015
14,318,39,5,165,154,2012
11,762,39,5,165,154,2012
13,318,39,5,165,644,2012
26,318,39,5,165,2487,2016
7,407,39,6,3,4469,2013
11,318,39,6,11,41,2012
4,833,39,6,11,177,2012
5,972,39,6,11,177,2012
8,318,39,6,11,1644,2013
17,318,39,6,21,594,2012
8,972,39,6,21,3537,2011
8,531,39,6,33,967,2013
13,951,39,6,39,4600,2014
12,318,39,6,51,3470,2015
17,951,39,6,51,5838,2013
16,318,39,6,63,3848,2015
15,318,39,6,63,4472,2015
11,407,39,6,65,2722,2011
18,316,39,6,69,1991,2011
15,762,39,6,83,112,2012
8,129,39,6,83,604,2012
8,762,39,6,83,706,2012
8,316,39,6,83,4308,2014
16,318,39,6,83,5251,2016
10,531,39,6,83,5251,2016
11,318,39,6,91,1233,2016
7,318,39,6,91,2874,2014
9,500,39,6,91,4237,2016
9,762,39,6,91,4237,2016
13,972,39,6,101,2362,2011
19,318,39,6,117,4956,2016
20,318,39,6,117,5659,2016
15,407,39,6,123,2403,2011
14,407,39,6,123,5593,2013
12,804,39,6,125,2989,2013
8,407,39,6,137,3141,2015
14,318,39,6,147,2723,2015
14,316,39,6,171,824,2012
12,837,39,6,171,824,2012
18,951,39,6,171,1929,2013
13,972,39,6,171,5465,2016
12,318,39,6,173,3175,2013
5,407,39,6,173,3664,2011
19,318,39,6,175,4779,2016
22,110,40,1,5,111,2014
13,835,40,1,5,113,2013
12,835,40,1,5,123,2015
11,110,40,1,5,128,2015
7,408,40,1,5,133,2012
11,835,40,1,5,133,2012
17,835,40,1,5,139,2012
16,835,40,1,5,140,2013
29,110,40,1,5,147,2012
12,835,40,1,5,147,2012
7,812,40,1,5,156,2015
9,835,40,1,5,159,2015
5,971,40,1,5,159,2015
31,110,40,1,5,160,2012
21,835,40,1,5,161,2011
12,835,40,1,5,162,2014
27,835,40,1,5,163,2015
5,835,40,1,5,165,2013
12,971,40,1,5,165,2013
13,835,40,1,5,166,2014
7,971,40,1,5,168,2014
4,110,40,1,5,170,2013
31,835,40,1,5,172,2015
22,835,40,1,5,177,2012
12,110,40,1,5,180,2012
66,110,40,1,5,187,2015
13,835,40,1,5,195,2015
27,110,40,1,5,196,2013
11,835,40,1,5,196,2013
17,971,40,1,5,198,2015
17,835,40,1,5,203,2014
8,641,40,1,5,207,2014
11,110,40,1,5,209,2014
12,824,40,1,5,209,2014
15,835,40,1,5,209,2014
10,835,40,1,5,218,2013
15,835,40,1,13,180,2012
11,835,40,1,13,194,2012
9,461,40,1,13,202,2012
41,544,40,1,13,208,2014
22,131,40,1,23,126,2013
16,68,40,1,23,130,2013
60,131,40,1,23,135,2014
4,971,40,1,23,138,2013
16,611,40,1,23,147,2013
8,835,40,1,23,174,2014
13,611,40,1,23,177,2011
8,835,40,1,23,177,2011
13,110,40,1,23,179,2012
9,971,40,1,23,179,2012
7,973,40,1,23,183,2015
28,544,40,1,23,184,2013
7,641,40,1,29,58,2011
19,835,40,1,29,60,2014
26,835,40,1,29,71,2012
29,835,40,1,29,74,2014
28,835,40,1,29,81,2013
25,544,40,1,29,89,2013
8,971,40,1,29,95,2011
12,835,40,1,61,74,2013
18,835,40,1,61,82,2014
15,544,40,1,61,85,2013
12,835,40,1,61,85,2013
28,835,40,1,61,87,2013
29,68,40,1,61,101,2013
15,835,40,1,61,104,2015
14,835,40,1,61,109,2012
6,409,40,1,61,110,2015
18,835,40,1,61,110,2015
15,971,40,1,61,118,2012
16,824,40,1,61,136,2011
22,110,40,1,61,138,2012
14,835,40,1,61,138,2012
12,110,40,1,61,140,2014
17,835,40,1,61,140,2014
9,110,40,1,61,146,2014
10,835,40,1,61,146,2014
17,131,40,1,77,82,2013
16,835,40,1,77,83,2013
7,110,40,1,77,87,2011
14,835,40,1,77,87,2011
25,110,40,1,77,88,2014
15,835,40,1,77,89,2014
24,110,40,1,77,95,2013
6,835,40,1,77,95,2013
17,110,40,1,77,96,2011
21,835,40,1,77,96,2011
32,835,40,1,77,99,2012
14,68,40,1,77,102,2015
8,408,40,1,77,102,2015
22,835,40,1,77,102,2015
14,110,40,1,77,105,2015
8,837,40,1,77,105,2015
8,110,40,1,77,115,2014
9,835,40,1,77,115,2014
12,409,40,1,77,116,2011
5,68,40,1,77,119,2015
7,408,40,1,77,119,2015
21,835,40,1,77,119,2015
5,971,40,1,77,119,2015
18,835,40,1,77,120,2012
13,110,40,1,77,126,2014
24,835,40,1,77,126,2014
5,68,40,1,77,128,2014
25,835,40,1,77,128,2014
19,110,40,1,77,130,2011
15,835,40,1,77,130,2011
8,409,40,1,77,131,2015
9,311,40,1,77,136,2013
14,110,40,1,77,137,2013
11,835,40,1,77,137,2013
20,835,40,1,77,138,2013
7,835,40,1,77,140,2012
9,835,40,1,77,141,2015
15,110,40,1,77,142,2011
13,835,40,1,77,142,2011
10,835,40,1,77,143,2015
8,409,40,1,77,144,2011
15,835,40,1,77,144,2011
16,835,40,1,77,148,2015
26,835,40,1,77,149,2014
20,110,40,1,77,152,2011
5,802,40,1,77,152,2011
10,110,40,1,77,153,2013
17,835,40,1,77,153,2013
24,835,40,1,77,154,2012
9,68,40,1,79,189,2013
13,971,40,1,79,189,2013
17,835,40,1,79,207,2012
22,835,40,1,79,208,2014
5,971,40,1,79,212,2011
18,835,40,1,79,218,2015
12,317,40,1,79,219,2014
12,835,40,1,79,226,2013
20,131,40,1,79,231,2014
7,68,40,1,79,238,2011
12,835,40,1,79,239,2013
18,835,40,1,79,240,2011
16,835,40,1,79,241,2012
29,131,40,1,79,242,2015
26,131,40,1,79,245,2013
26,110,40,1,79,247,2013
31,131,40,1,79,248,2014
13,802,40,1,79,250,2014
18,835,40,1,79,256,2013
9,110,40,1,79,259,2008
9,835,40,1,79,259,2008
10,110,40,1,79,260,2012
12,835,40,1,79,260,2012
12,827,40,1,79,265,2014
36,835,40,1,79,266,2011
29,110,40,1,79,268,2014
12,409,40,1,79,270,2015
4,802,40,1,79,270,2015
8,408,40,1,79,273,2014
11,835,40,1,79,273,2014
29,835,40,1,79,279,2015
29,110,40,1,79,280,2014
11,835,40,1,79,280,2014
42,110,40,1,79,281,2013
9,316,40,1,79,281,2013
27,835,40,1,79,284,2013
14,835,40,1,79,285,2013
31,110,40,1,79,290,2013
12,971,40,1,79,291,2014
37,110,40,1,79,292,2012
15,701,40,1,79,294,2011
45,110,40,1,79,295,2012
18,824,40,1,79,295,2012
14,835,40,1,79,297,2014
42,110,40,1,79,298,2012
50,110,40,1,79,299,2015
9,835,40,1,79,299,2015
12,110,40,1,79,301,2013
7,408,40,1,79,301,2013
13,835,40,1,79,302,2011
8,110,40,1,79,304,2012
22,110,40,1,79,306,2011
12,835,40,1,79,306,2011
66,131,40,1,79,307,2013
5,408,40,1,79,308,2013
46,110,40,1,79,309,2014
4,835,40,1,79,310,2014
15,110,40,1,79,311,2012
5,833,40,1,79,311,2012
13,110,40,1,79,312,2015
7,693,40,1,79,315,2013
79,131,40,1,79,316,2012
6,833,40,1,79,318,2013
26,110,40,1,79,319,2015
21,110,40,1,79,320,2014
13,833,40,1,79,320,2014
18,110,40,1,79,321,2015
12,835,40,1,79,321,2015
9,409,40,1,79,322,2014
7,693,40,1,79,322,2014
56,131,40,1,79,324,2008
9,812,40,1,79,324,2008
30,110,40,1,79,325,2015
18,131,40,1,79,326,2012
12,701,40,1,79,326,2012
5,802,40,1,79,326,2012
11,835,40,1,79,327,2012
19,802,40,1,79,329,2011
34,835,40,1,79,330,2013
9,110,40,1,79,333,2011
4,802,40,1,79,333,2011
9,835,40,1,79,333,2011
14,110,40,1,79,334,2015
10,835,40,1,79,334,2015
19,835,40,1,79,335,2011
11,835,40,1,79,336,2012
6,408,40,1,79,337,2014
22,110,40,1,79,339,2012
24,835,40,1,79,339,2012
21,802,40,1,79,340,2013
12,835,40,1,79,342,2015
27,835,40,1,79,347,2011
18,835,40,1,79,350,2014
17,110,40,1,79,354,2015
34,131,40,1,89,231,2012
6,971,40,1,89,249,2014
12,131,40,1,89,252,2013
4,131,40,1,89,257,2015
10,131,40,1,89,260,2011
26,110,40,1,89,261,2015
13,131,40,1,89,263,2012
16,611,40,1,89,263,2012
13,131,40,1,89,266,2011
9,701,40,1,89,269,2011
11,110,40,1,89,273,2014
7,971,40,1,89,273,2014
5,802,40,1,89,275,2012
4,971,40,1,89,276,2011
23,110,40,1,89,278,2014
19,131,40,1,89,279,2013
18,131,40,1,89,282,2013
20,131,40,1,89,284,2011
32,131,40,1,89,285,2012
9,131,40,1,89,291,2011
55,131,40,1,89,293,2011
14,110,40,1,89,294,2012
12,802,40,1,89,294,2012
7,971,40,1,89,295,2015
39,131,40,1,89,296,2013
17,131,40,1,89,299,2015
11,131,40,1,89,304,2014
13,827,40,1,89,309,2015
22,110,40,1,89,312,2012
19,131,40,1,89,313,2011
5,110,40,1,89,314,2015
21,131,40,1,89,316,2014
18,131,40,1,89,317,2014
7,835,40,1,89,319,2011
4,701,40,1,89,325,2014
7,827,40,1,89,328,2015
12,131,40,1,89,331,2014
7,408,40,1,89,334,2014
13,835,40,1,89,334,2014
13,971,40,1,89,334,2014
36,131,40,1,89,335,2015
12,802,40,1,89,342,2013
14,409,40,1,89,343,2011
20,131,40,1,89,347,2012
7,131,40,1,89,350,2012
9,611,40,1,89,351,2013
23,827,40,1,89,351,2013
20,611,40,1,89,352,2013
30,131,40,1,89,353,2011
11,971,40,1,89,354,2014
32,131,40,1,89,356,2011
17,409,40,1,89,358,2015
47,131,40,1,89,367,2013
8,316,40,1,89,368,2015
9,110,40,1,89,369,2013
22,131,40,1,89,373,2012
28,131,40,1,89,375,2015
8,131,40,1,89,376,2014
16,131,40,1,89,379,2011
53,131,40,1,89,380,2012
13,131,40,1,89,381,2014
19,131,40,1,89,384,2013
30,131,40,1,89,385,2015
15,407,40,1,89,388,2011
35,131,40,1,89,391,2014
9,409,40,1,89,392,2013
12,131,40,1,89,399,2013
11,971,40,1,89,405,2014
6,812,40,1,89,408,2012
4,835,40,1,89,408,2012
11,110,40,1,89,415,2014
12,110,40,1,89,417,2013
35,110,40,1,89,420,2012
13,409,40,1,89,421,2014
11,131,40,1,89,424,2015
13,131,40,1,89,426,2013
22,110,40,1,89,428,2011
11,835,40,1,89,428,2011
36,110,40,1,89,433,2008
11,824,40,1,121,147,2012
13,835,40,1,121,159,2012
30,835,40,1,121,161,2014
6,971,40,1,121,161,2014
22,835,40,1,121,163,2011
27,835,40,1,121,167,2015
42,110,40,1,121,177,2014
15,835,40,1,121,177,2014
17,835,40,1,121,190,2012
27,110,40,1,121,192,2015
64,110,40,1,121,196,2013
9,835,40,1,121,196,2013
10,835,40,1,121,209,2011
5,971,40,1,121,209,2011
33,835,40,1,121,210,2013
14,68,40,1,121,211,2014
13,408,40,1,121,211,2014
31,835,40,1,121,211,2014
4,835,40,1,121,214,2014
8,971,40,1,121,214,2014
21,835,40,1,121,215,2013
11,68,40,1,121,216,2015
17,835,40,1,121,216,2015
18,835,40,1,121,223,2013
34,835,40,1,121,232,2012
16,835,40,1,121,235,2014
8,313,40,1,121,241,2013
16,835,40,1,121,249,2012
19,68,40,1,121,252,2015
13,835,40,1,121,255,2011
17,110,40,1,121,266,2012
11,409,40,1,121,267,2013
12,835,40,1,121,269,2015
6,971,40,1,121,270,2013
21,824,40,1,121,271,2015
7,827,40,1,121,273,2011
40,835,40,1,121,274,2012
9,110,40,1,121,276,2012
9,835,40,1,121,276,2012
15,835,40,1,121,278,2013
6,835,40,1,121,280,2008
65,131,40,1,127,168,2013
18,110,40,1,127,174,2015
8,835,40,1,127,175,2014
18,835,40,1,127,177,2014
26,110,40,1,127,180,2015
16,835,40,1,127,180,2015
16,110,40,1,127,181,2014
18,835,40,1,127,181,2014
19,131,40,1,127,182,2011
54,131,40,1,127,183,2015
54,131,40,1,127,190,2015
23,110,40,1,127,196,2008
76,131,40,1,127,198,2012
93,131,40,1,127,199,2014
12,110,40,1,127,201,2012
12,835,40,1,127,201,2012
35,131,40,1,127,203,2013
14,68,40,1,127,204,2012
17,408,40,1,127,204,2012
16,68,40,1,127,205,2013
6,68,40,1,127,209,2014
22,131,40,1,127,210,2013
13,110,40,1,127,217,2011
8,835,40,1,127,217,2011
13,110,40,1,127,220,2015
15,835,40,1,127,220,2015
45,131,40,1,127,222,2013
13,316,40,1,127,223,2011
10,802,40,1,127,223,2011
27,110,40,1,127,225,2015
19,802,40,1,127,226,2014
40,110,40,1,127,230,2013
13,835,40,1,127,234,2015
30,131,40,1,127,235,2012
8,824,40,1,127,235,2012
22,835,40,1,127,237,2012
23,131,40,1,127,243,2015
10,835,40,1,127,247,2012
14,131,40,1,127,250,2015
14,835,40,1,127,253,2013
6,971,40,1,127,258,2013
25,110,40,1,127,259,2013
10,835,40,1,127,259,2013
33,131,40,1,127,260,2012
8,408,40,1,127,263,2011
55,131,40,1,127,267,2011
13,68,40,1,127,268,2014
28,835,40,1,127,268,2014
8,131,40,1,127,269,2015
26,131,40,1,127,277,2012
18,131,40,1,127,278,2015
7,835,40,1,127,280,2013
16,131,40,1,127,282,2015
15,824,40,1,127,283,2015
43,131,40,1,127,285,2013
24,68,40,1,127,286,2013
6,802,40,1,127,291,2014
14,835,40,1,127,292,2012
66,131,40,1,127,294,2011
15,835,40,1,127,295,2013
11,835,40,1,127,300,2014
20,835,40,1,127,303,2011
24,131,40,1,127,304,2014
12,110,40,1,127,305,2014
17,110,40,1,127,307,2014
29,110,40,1,127,309,2014
6,824,40,1,127,311,2015
18,835,40,1,127,311,2015
17,110,40,1,127,316,2012
21,110,40,1,127,318,2015
29,110,40,1,127,319,2011
11,110,40,1,127,320,2013
20,835,40,1,127,320,2013
11,802,40,2,1,73,2012
14,802,40,2,1,81,2013
8,802,40,2,1,82,2011
12,835,40,2,1,92,2014
21,110,40,2,1,104,2013
18,110,40,2,1,107,2014
9,316,40,2,1,113,2013
14,802,40,2,1,114,2014
8,837,40,2,1,119,2015
10,802,40,2,21,100,2014
13,110,40,2,21,101,2012
5,408,40,2,21,103,2011
13,835,40,2,21,103,2011
13,835,40,2,21,107,2014
15,835,40,2,21,110,2014
4,409,40,2,21,111,2014
19,835,40,2,21,111,2014
9,802,40,2,21,123,2013
12,835,40,2,21,129,2011
7,837,40,2,21,129,2011
5,837,40,2,21,151,2012
7,835,40,2,21,154,2013
9,837,40,2,21,154,2013
12,835,40,2,21,155,2014
8,837,40,2,21,158,2014
14,110,40,2,21,167,2013
11,835,40,2,41,96,2015
9,835,40,2,41,97,2014
15,835,40,2,41,111,2015
7,837,40,2,41,137,2011
16,802,40,2,41,149,2012
6,837,40,2,41,149,2012
7,835,40,2,41,152,2011
4,835,40,2,41,156,2015
8,837,40,2,91,93,2015
8,835,40,2,91,124,2015
11,461,40,2,91,125,2015
21,544,40,2,91,125,2015
6,824,40,2,91,137,2014
18,835,40,2,91,152,2014
11,971,40,2,91,164,2011
12,835,40,2,91,166,2012
12,837,40,2,97,107,2015
14,837,40,2,97,109,2012
11,837,40,2,97,124,2014
10,404,40,2,97,130,2015
43,68,40,2,97,146,2015
6,541,40,2,97,146,2015
10,837,40,2,97,149,2012
11,835,40,2,101,119,2008
29,835,40,2,101,121,2014
18,835,40,2,101,123,2013
12,408,40,2,101,137,2012
20,835,40,2,101,137,2012
12,835,40,2,101,145,2011
25,835,40,2,101,159,2011
11,409,40,2,101,168,2012
11,835,40,2,101,169,2011
34,835,40,2,101,173,2013
11,824,40,2,101,186,2013
6,971,40,2,101,188,2011
16,835,40,2,101,189,2014
21,837,40,2,115,58,2012
16,835,40,2,115,70,2012
15,835,40,2,135,97,2012
7,409,40,2,135,100,2015
10,835,40,2,135,100,2015
6,521,40,2,135,111,2015
22,827,40,2,135,120,2011
10,827,40,2,135,126,2011
15,835,40,2,135,130,2011
14,835,40,2,135,141,2014
20,835,40,2,135,147,2011
8,835,40,2,135,148,2014
11,835,40,2,135,152,2014
12,742,40,2,135,154,2011
6,408,40,2,135,155,2015
10,835,40,2,135,160,2011
7,835,40,2,135,164,2011
9,835,40,2,135,165,2012
9,835,40,3,35,3,2015
14,641,40,3,35,9,2011
31,824,40,3,37,12,2010
14,835,40,3,37,12,2010
23,835,40,3,37,22,2010
24,835,40,3,37,24,2011
35,835,40,3,37,31,2011
30,835,40,3,37,48,2014
10,824,40,3,37,54,2011
24,835,40,3,37,54,2011
13,835,40,3,37,65,2010
10,824,40,3,37,67,2014
5,835,40,3,37,67,2014
7,837,40,3,37,78,2014
31,835,40,3,37,80,2010
7,462,40,3,105,28,2009
28,544,40,3,105,36,2010
13,824,40,3,113,9,2012
18,824,40,3,113,10,2010
22,835,40,3,113,14,2015
19,835,40,3,113,16,2010
8,835,40,3,113,17,2013
10,835,40,3,113,18,2014
44,835,40,3,113,33,2011
7,835,40,3,113,35,2009
6,824,40,3,113,38,2011
13,408,40,3,113,56,2014
30,835,40,3,113,89,2015
14,835,40,3,113,125,2012
6,381,40,3,113,132,2009
24,835,40,3,113,143,2012
13,835,40,3,113,149,2014
18,835,40,3,113,177,2010
20,835,40,3,113,240,2014
12,824,40,3,113,243,2009
17,68,40,3,117,19,2009
20,68,40,3,119,41,2010
18,835,40,3,119,41,2010
14,68,40,3,119,51,2014
23,835,40,3,119,59,2010
20,835,40,3,119,66,2015
8,837,40,3,131,35,2012
9,834,40,3,131,37,2015
17,824,40,3,143,60,2009
12,835,40,3,143,60,2009
31,835,40,3,143,61,2011
17,404,40,3,145,2,2009
15,544,40,3,145,2,2009
18,837,40,3,145,63,2010
13,835,40,3,147,36,2009
17,68,40,4,19,2,2015
26,68,40,4,19,26,2012
16,835,40,4,19,62,2009
5,824,40,4,19,71,2010
14,835,40,4,27,13,2012
22,824,40,4,27,25,2009
15,313,40,4,49,24,2009
11,835,40,4,49,40,2011
20,824,40,4,49,46,2012
16,835,40,4,49,47,2013
9,834,40,4,49,59,2009
15,835,40,4,63,6,2010
11,835,40,4,63,7,2015
24,835,40,4,63,15,2013
31,835,40,4,63,19,2015
16,835,40,4,63,25,2012
6,835,40,4,63,26,2015
17,835,40,4,63,27,2009
9,971,40,4,63,40,2014
15,68,40,4,63,63,2011
24,835,40,4,63,70,2015
19,408,40,4,63,75,2009
10,835,40,4,63,75,2009
17,835,40,4,63,81,2012
9,971,40,4,63,86,2012
6,313,40,4,69,7,2011
19,835,40,4,69,20,2014
10,835,40,4,69,42,2014
10,835,40,4,69,48,2011
45,61,40,4,69,64,2009
29,835,40,4,81,1,2015
5,824,40,4,81,26,2009
26,835,40,4,81,42,2015
9,835,40,4,81,46,2014
19,835,40,4,81,61,2015
13,837,40,4,81,95,2012
4,68,40,4,81,100,2013
8,824,40,4,81,100,2013
34,835,40,4,81,100,2013
14,824,40,4,81,103,2009
19,835,40,4,81,103,2009
25,68,40,4,83,4,2015
31,68,40,4,83,49,2015
15,835,40,4,85,30,2010
5,837,40,4,85,37,2013
16,68,40,4,85,38,2014
8,835,40,4,95,8,2009
21,824,40,4,95,21,2010
20,835,40,4,99,27,2010
27,61,40,4,99,39,2015
19,835,40,4,107,3,2015
9,971,40,4,107,9,2011
13,971,40,4,107,21,2015
9,461,40,4,107,47,2010
15,824,40,4,107,51,2015
16,835,40,4,107,51,2015
16,835,40,4,107,52,2014
14,835,40,4,107,65,2015
9,971,40,4,107,65,2015
9,972,40,4,109,11,2010
10,824,40,4,109,12,2013
14,835,40,4,109,23,2015
22,68,40,4,109,46,2015
16,835,40,4,111,13,2013
13,835,40,4,111,21,2014
8,972,40,4,111,41,2013
37,835,40,4,111,49,2014
25,835,40,4,111,56,2011
5,824,40,4,111,61,2011
5,971,40,4,111,61,2011
17,835,40,4,111,69,2011
8,835,40,4,123,9,2010
11,824,40,4,123,11,2011
26,835,40,4,123,19,2015
9,404,40,4,123,52,2014
40,835,40,4,123,55,2015
15,404,40,4,123,61,2015
23,544,40,4,125,21,2010
17,835,40,4,125,33,2013
16,835,40,4,125,36,2010
12,971,40,4,125,36,2010
15,408,40,4,125,65,2013
16,837,40,4,125,71,2010
20,837,40,4,125,76,2010
18,824,40,4,125,79,2009
13,835,40,4,133,3,2015
9,835,40,4,133,6,2009
10,408,40,4,133,17,2012
9,408,40,4,133,35,2015
11,835,40,4,133,35,2015
10,971,40,4,133,41,2014
13,824,40,4,133,47,2011
17,641,40,4,133,49,2011
8,756,40,5,9,62,2011
11,756,40,5,9,70,2015
19,756,40,5,9,95,2011
26,840,40,5,11,59,2011
16,68,40,5,11,91,2010
28,840,40,5,11,91,2010
32,68,40,5,15,72,2009
22,742,40,5,17,97,2013
8,835,40,5,31,58,2013
36,835,40,5,31,71,2011
13,835,40,5,31,98,2009
10,463,40,5,31,104,2010
31,835,40,5,31,105,2013
5,972,40,5,33,16,2013
8,972,40,5,43,6,2015
8,68,40,5,43,11,2014
18,68,40,5,43,34,2015
5,381,40,5,51,32,2010
17,824,40,5,51,32,2010
8,824,40,5,51,34,2013
13,835,40,5,51,88,2012
12,756,40,5,55,47,2009
37,756,40,5,55,52,2013
14,756,40,5,57,42,2015
9,58,40,5,57,47,2010
10,756,40,5,57,47,2010
19,756,40,5,65,50,2011
6,756,40,5,65,78,2015
4,462,40,5,67,31,2012
6,972,40,5,67,41,2011
11,756,40,5,67,55,2015
10,404,40,5,67,70,2011
5,756,40,5,75,82,2011
43,901,40,5,129,101,2010
17,835,40,5,137,11,2012
22,835,40,5,137,13,2011
15,68,40,5,149,76,2015
15,69,40,6,25,164,2010
11,68,40,7,71,16,2010
21,462,40,7,71,49,2011
17,68,40,7,93,77,2010
24,68,40,7,93,98,2014
31,68,40,7,153,15,2010
22,463,40,7,153,97,2013
12,901,40,7,153,97,2013
38,202,41,0,5,50339,2009
35,202,41,0,5,51470,2010
24,11,41,0,5,51513,2008
15,264,41,0,5,51513,2008
34,202,41,0,5,51656,2014
9,263,41,0,5,51656,2014
11,351,41,0,5,51724,2009
23,202,41,0,5,52212,2015
52,263,41,0,5,52212,2015
27,202,41,0,5,53553,2008
27,263,41,0,5,53795,2013
30,202,41,0,5,54043,2015
23,202,41,0,5,54272,2008
24,11,41,0,5,54491,2014
13,202,41,0,5,54491,2014
18,202,41,0,5,54631,2007
46,263,41,0,5,54631,2007
24,11,41,0,5,54702,2016
18,263,41,0,5,54702,2016
21,202,41,0,5,54961,2011
18,351,41,0,5,55189,2016
50,263,41,0,5,55379,2016
14,263,41,0,5,55479,2014
13,202,41,0,5,55784,2011
37,263,41,0,5,55784,2011
25,202,41,0,5,55819,2014
23,263,41,0,5,55819,2014
10,202,41,0,5,55838,2013
22,263,41,0,5,55838,2013
25,264,41,0,5,55838,2013
20,11,41,0,5,56001,2010
27,264,41,0,5,56001,2010
9,263,41,0,5,56635,2015
24,11,41,0,5,56655,2013
19,264,41,0,5,56655,2013
9,202,41,0,5,56999,2010
12,263,41,0,5,56999,2010
