ct,spcd,statecd,unitcd,countycd,plot,invyr
9,121,22,3,115,143,2014
23,110,22,3,115,145,2013
28,131,22,3,115,148,2013
16,121,22,3,115,149,2009
12,131,22,3,115,151,2009
36,121,22,3,115,152,2010
8,131,22,3,115,153,2015
39,131,22,3,115,155,2010
45,111,22,3,115,158,2012
8,121,22,3,115,161,2010
5,611,22,3,115,163,2014
51,131,22,4,33,5,2010
23,131,22,4,33,24,2011
16,827,22,4,33,24,2011
8,827,22,4,33,29,2010
26,611,22,4,33,30,2011
55,994,22,4,33,30,2011
18,611,22,4,33,32,2009
23,994,22,4,33,32,2009
22,131,22,4,37,2,2010
32,131,22,4,37,3,2011
75,131,22,4,37,15,2009
15,131,22,4,37,22,2012
8,611,22,4,37,27,2010
17,131,22,4,37,31,2010
19,611,22,4,37,32,2015
7,827,22,4,37,32,2015
24,621,22,4,37,34,2013
5,652,22,4,37,34,2013
4,611,22,4,37,41,2014
16,611,22,4,37,43,2015
16,131,22,4,37,47,2015
39,221,22,4,63,9,2013
29,691,22,4,63,9,2013
59,131,22,4,63,15,2012
12,691,22,4,63,20,2009
19,131,22,4,63,26,2010
12,820,22,4,63,30,2011
7,131,22,4,63,32,2012
10,611,22,4,63,32,2012
13,115,22,4,63,33,2011
4,994,22,4,63,33,2011
13,115,22,4,63,35,2009
15,131,22,4,63,40,2011
15,994,22,4,63,41,2009
17,131,22,4,63,42,2011
60,131,22,4,63,43,2013
9,694,22,4,63,44,2011
60,131,22,4,63,45,2010
19,131,22,4,63,46,2009
25,691,22,4,63,51,2015
14,221,22,4,63,58,2013
54,691,22,4,63,58,2013
10,131,22,4,63,59,2015
31,691,22,4,63,68,2014
10,131,22,4,63,73,2014
39,131,22,4,63,75,2015
14,131,22,4,63,79,2009
32,131,22,4,91,3,2013
33,131,22,4,91,4,2012
7,611,22,4,91,5,2011
8,827,22,4,91,5,2011
9,391,22,4,91,9,2012
13,131,22,4,91,16,2001
10,827,22,4,91,18,2011
32,131,22,4,91,19,2013
5,131,22,4,91,24,2011
5,131,22,4,91,26,2014
39,131,22,4,91,29,2015
29,131,22,4,91,30,2009
39,131,22,4,91,40,2015
13,611,22,4,91,41,2015
5,827,22,4,91,43,2009
21,131,22,4,91,44,2009
20,316,22,4,103,4,2012
55,691,22,4,103,4,2012
7,611,22,4,103,11,2011
25,694,22,4,103,14,2009
18,131,22,4,103,15,2009
14,111,22,4,103,18,2012
25,131,22,4,103,30,2011
12,591,22,4,103,39,2009
25,131,22,4,103,40,2012
37,111,22,4,103,48,2002
39,111,22,4,103,52,2012
15,131,22,4,103,58,2011
21,131,22,4,103,61,2010
13,131,22,4,103,64,2009
21,111,22,4,103,70,2011
62,131,22,4,103,78,2014
49,694,22,4,103,80,2014
11,131,22,4,103,85,2015
8,221,22,4,103,86,2015
29,131,22,4,103,93,2014
5,611,22,4,103,94,2015
9,694,22,4,103,94,2015
32,691,22,4,103,95,2005
27,694,22,4,103,95,2005
56,131,22,4,103,98,2009
9,316,22,4,103,104,2015
21,694,22,4,103,104,2015
19,121,22,4,103,112,2009
15,111,22,4,103,124,2011
7,316,22,4,103,125,2014
11,693,22,4,103,125,2014
27,131,22,4,105,3,2011
29,221,22,4,105,5,2010
20,994,22,4,105,8,2009
19,131,22,4,105,18,2011
29,131,22,4,105,21,2009
12,994,22,4,105,27,2013
21,131,22,4,105,29,2012
8,820,22,4,105,40,2010
37,131,22,4,105,43,2011
23,131,22,4,105,44,2010
17,316,22,4,105,44,2010
44,131,22,4,105,47,2013
14,131,22,4,105,49,2011
10,994,22,4,105,49,2011
21,131,22,4,105,53,2010
4,693,22,4,105,53,2010
11,221,22,4,105,54,2010
75,694,22,4,105,54,2010
13,131,22,4,105,58,2014
13,221,22,4,105,61,2014
44,691,22,4,105,61,2014
4,994,22,4,105,64,2015
5,131,22,4,105,65,2014
5,131,22,4,105,68,2014
7,827,22,4,105,68,2014
60,222,22,4,105,70,2014
19,691,22,4,105,70,2014
26,694,22,4,105,73,2014
8,611,22,4,105,77,2013
6,391,22,4,105,79,2015
8,652,22,4,105,79,2015
38,131,22,4,105,80,2014
40,131,22,4,105,81,2014
34,131,22,4,105,88,2014
18,131,22,4,117,4,2011
11,131,22,4,117,5,2011
64,131,22,4,117,12,2013
5,693,22,4,117,12,2013
17,827,22,4,117,13,2010
15,820,22,4,117,17,2010
7,131,22,4,117,19,2012
35,131,22,4,117,21,2012
17,131,22,4,117,22,2012
37,131,22,4,117,30,2011
44,131,22,4,117,41,2011
45,131,22,4,117,48,2014
42,131,22,4,117,50,2013
15,827,22,4,117,55,2013
42,131,22,4,117,59,2014
18,131,22,4,117,60,2014
54,131,22,4,117,61,2015
10,994,22,4,117,62,2013
25,131,22,4,117,67,2014
45,131,22,4,117,71,2015
21,131,22,4,117,72,2013
15,131,22,4,117,73,2014
16,131,22,4,117,78,2014
27,131,22,5,13,2,2012
21,131,22,5,13,3,2012
29,131,22,5,13,4,2009
19,131,22,5,13,8,2009
19,131,22,5,13,11,2001
11,827,22,5,13,12,2012
37,131,22,5,13,13,2013
10,827,22,5,13,13,2013
55,131,22,5,13,15,2010
47,131,22,5,13,19,2012
70,131,22,5,13,26,2011
18,131,22,5,13,29,2010
19,611,22,5,13,29,2010
21,131,22,5,13,30,2010
17,802,22,5,13,32,2013
87,131,22,5,13,35,2011
54,131,22,5,13,37,2001
9,131,22,5,13,41,2009
71,131,22,5,13,45,2013
24,131,22,5,13,46,2011
56,131,22,5,13,48,2012
29,131,22,5,13,51,2012
18,131,22,5,13,52,2009
26,131,22,5,13,53,2013
23,131,22,5,13,54,2009
12,131,22,5,13,55,2011
16,131,22,5,13,56,2012
51,131,22,5,13,60,2015
48,131,22,5,13,61,2015
43,131,22,5,13,63,2013
23,131,22,5,13,67,2014
19,131,22,5,13,69,2014
15,131,22,5,13,74,2013
13,611,22,5,13,74,2013
25,131,22,5,13,75,2015
40,131,22,5,13,78,2004
7,131,22,5,13,79,2014
9,802,22,5,13,83,2009
56,131,22,5,13,88,2014
19,131,22,5,13,89,2015
10,131,22,5,13,93,2013
15,611,22,5,13,94,2011
101,131,22,5,15,4,2012
58,131,22,5,15,7,2009
39,131,22,5,15,10,2012
22,131,22,5,15,11,2013
5,461,22,5,15,12,2010
22,722,22,5,15,18,2010
39,131,22,5,15,21,2010
20,131,22,5,15,24,2011
24,131,22,5,15,25,2011
21,131,22,5,15,26,2012
5,611,22,5,15,26,2012
37,822,22,5,15,35,2009
26,131,22,5,15,36,2011
16,722,22,5,15,40,2011
61,131,22,5,15,43,2011
31,131,22,5,15,44,2013
30,131,22,5,15,45,2010
9,131,22,5,15,48,2011
5,827,22,5,15,49,2011
65,131,22,5,15,50,2010
6,611,22,5,15,56,2013
47,131,22,5,15,57,2012
20,131,22,5,15,59,2011
75,131,22,5,15,64,2014
14,131,22,5,15,66,2013
27,131,22,5,15,69,2015
12,131,22,5,15,70,2014
48,131,22,5,15,73,2014
10,611,22,5,15,75,2014
23,131,22,5,15,80,2009
5,611,22,5,15,80,2009
83,131,22,5,15,82,2015
19,611,22,5,15,85,2015
6,802,22,5,15,86,2015
17,827,22,5,15,86,2015
9,131,22,5,15,89,2014
62,131,22,5,15,90,2015
77,131,22,5,15,92,2015
32,131,22,5,15,93,2009
35,131,22,5,15,94,2014
53,131,22,5,15,99,2009
71,131,22,5,17,11,2012
36,131,22,5,17,12,2011
20,131,22,5,17,13,2012
15,313,22,5,17,16,2009
14,971,22,5,17,25,2009
99,131,22,5,17,26,2011
13,131,22,5,17,40,2012
7,110,22,5,17,48,2012
11,827,22,5,17,49,2010
32,827,22,5,17,53,2011
26,131,22,5,17,59,2014
16,131,22,5,17,61,2012
25,131,22,5,17,62,2015
14,827,22,5,17,62,2015
24,131,22,5,17,69,2013
10,611,22,5,17,72,2013
61,131,22,5,17,74,2013
11,827,22,5,17,87,2014
28,131,22,5,17,88,2014
57,131,22,5,17,89,2015
36,131,22,5,17,92,2004
35,131,22,5,17,93,2015
46,131,22,5,17,98,2009
36,131,22,5,17,100,2014
36,131,22,5,21,2,2011
7,971,22,5,21,6,2012
13,131,22,5,21,8,2010
11,831,22,5,21,9,2011
18,131,22,5,21,10,2009
37,131,22,5,21,12,2010
76,131,22,5,21,14,2009
28,131,22,5,21,15,2013
35,131,22,5,21,17,2012
29,131,22,5,21,18,2012
82,131,22,5,21,22,2011
15,131,22,5,21,25,2012
25,831,22,5,21,26,2010
15,611,22,5,21,32,2012
59,131,22,5,21,33,2012
48,131,22,5,21,34,2013
43,131,22,5,21,36,2011
12,973,22,5,21,37,2012
41,131,22,5,21,42,2014
12,722,22,5,21,44,2014
9,611,22,5,21,45,2013
19,131,22,5,21,46,2015
39,131,22,5,21,47,2014
40,131,22,5,21,52,2013
27,131,22,5,21,53,2009
13,401,22,5,21,54,2014
9,500,22,5,21,60,2015
21,131,22,5,27,3,2012
40,131,22,5,27,4,2011
32,131,22,5,27,6,2012
32,611,22,5,27,7,2013
26,131,22,5,27,9,2012
8,802,22,5,27,10,2009
23,131,22,5,27,14,2009
8,701,22,5,27,15,2013
7,611,22,5,27,17,2002
34,611,22,5,27,20,2013
64,131,22,5,27,21,2013
27,131,22,5,27,23,2009
44,131,22,5,27,25,2009
10,611,22,5,27,25,2009
25,131,22,5,27,29,2010
68,131,22,5,27,31,2010
11,131,22,5,27,32,2010
15,131,22,5,27,35,2011
24,131,22,5,27,39,2011
14,611,22,5,27,41,2011
6,403,22,5,27,42,2010
16,131,22,5,27,43,2010
14,131,22,5,27,44,2010
13,611,22,5,27,46,2012
7,701,22,5,27,51,2015
35,131,22,5,27,53,2015
5,316,22,5,27,53,2015
9,611,22,5,27,53,2015
15,131,22,5,27,54,2014
21,611,22,5,27,55,2015
8,827,22,5,27,56,2013
33,131,22,5,27,57,2015
76,131,22,5,27,58,2014
8,131,22,5,27,60,2014
7,611,22,5,27,60,2014
8,611,22,5,27,63,2014
7,827,22,5,27,63,2014
5,316,22,5,27,64,2015
6,611,22,5,27,64,2015
38,131,22,5,27,66,2014
9,611,22,5,27,66,2014
16,611,22,5,27,72,2013
15,131,22,5,27,78,2014
15,131,22,5,31,1,2013
18,611,22,5,31,2,2010
8,971,22,5,31,2,2010
7,827,22,5,31,5,2010
12,131,22,5,31,6,2011
4,611,22,5,31,7,2012
21,131,22,5,31,9,2011
35,131,22,5,31,12,2012
20,131,22,5,31,19,2011
18,611,22,5,31,20,2010
5,827,22,5,31,22,2013
21,131,22,5,31,26,2013
14,500,22,5,31,26,2013
22,611,22,5,31,26,2013
56,131,22,5,31,39,2011
28,131,22,5,31,41,2013
14,131,22,5,31,44,2011
49,131,22,5,31,46,2010
7,221,22,5,31,47,2010
10,316,22,5,31,48,2011
18,131,22,5,31,49,2010
11,131,22,5,31,51,2009
18,131,22,5,31,52,2012
14,131,22,5,31,57,2010
14,131,22,5,31,58,2014
7,611,22,5,31,61,2014
43,131,22,5,31,62,2014
9,611,22,5,31,62,2014
20,131,22,5,31,63,2014
49,131,22,5,31,70,2009
9,131,22,5,31,72,2005
15,611,22,5,31,74,2013
6,827,22,5,31,74,2013
7,131,22,5,31,75,2015
30,131,22,5,31,77,2013
31,131,22,5,31,82,2013
22,131,22,5,31,84,2014
34,131,22,5,31,86,2009
22,131,22,5,31,91,2015
4,316,22,5,31,94,2009
10,701,22,5,31,95,2010
14,131,22,5,49,1,2012
46,131,22,5,49,3,2009
35,131,22,5,49,4,2013
9,131,22,5,49,6,2010
51,131,22,5,49,7,2013
6,591,22,5,49,10,2010
18,131,22,5,49,16,2010
22,131,22,5,49,20,2012
23,131,22,5,49,21,2011
71,131,22,5,49,24,2003
15,131,22,5,49,26,2010
27,611,22,5,49,29,2011
42,131,22,5,49,30,2011
17,131,22,5,49,31,2011
60,131,22,5,49,32,2011
11,131,22,5,49,36,2009
6,827,22,5,49,39,2011
40,131,22,5,49,40,2010
13,131,22,5,49,41,2011
38,131,22,5,49,44,2011
20,131,22,5,49,45,2010
14,131,22,5,49,47,2014
12,827,22,5,49,48,2015
67,131,22,5,49,49,2013
11,131,22,5,49,50,2014
26,131,22,5,49,51,2015
10,131,22,5,49,54,2013
14,812,22,5,49,58,2014
17,131,22,5,49,59,2014
65,131,22,5,49,60,2014
47,131,22,5,49,61,2014
9,827,22,5,49,62,2015
21,131,22,5,49,65,2015
16,131,22,5,49,68,2015
17,827,22,5,49,68,2015
24,611,22,5,49,71,2012
4,827,22,5,49,71,2012
15,131,22,5,49,72,2013
23,131,22,5,61,7,2012
8,131,22,5,61,10,2012
17,131,22,5,61,19,2010
6,827,22,5,61,23,2010
12,131,22,5,61,24,2012
6,822,22,5,61,28,2012
48,131,22,5,61,30,2012
20,131,22,5,61,32,2009
8,409,22,5,61,32,2009
8,611,22,5,61,32,2009
21,131,22,5,61,38,2009
6,762,22,5,61,44,2015
49,131,22,5,61,50,2009
13,611,22,5,61,51,2015
9,611,22,5,73,2,2012
14,401,22,5,73,3,2009
8,822,22,5,73,3,2009
47,131,22,5,73,16,2013
16,131,22,5,73,18,2010
6,316,22,5,73,18,2010
6,391,22,5,73,28,2012
7,611,22,5,73,28,2012
9,822,22,5,73,29,2012
44,131,22,5,73,30,2009
19,831,22,5,73,35,2013
9,822,22,5,73,36,2010
11,827,22,5,73,39,2011
8,131,22,5,73,44,2015
49,131,22,5,73,49,2009
40,131,22,5,73,50,2014
31,221,22,5,73,54,2015
28,691,22,5,73,54,2015
53,131,22,5,73,59,2015
12,461,22,5,73,60,2014
36,131,22,5,73,61,2015
15,131,22,5,73,63,2014
40,131,22,5,73,64,2013
38,131,22,5,81,5,2013
12,461,22,5,81,6,2009
29,552,22,5,81,6,2009
57,131,22,5,81,13,2011
11,611,22,5,81,21,2011
18,131,22,5,81,27,2010
40,131,22,5,81,28,2009
13,611,22,5,81,28,2009
20,922,22,5,81,31,2009
15,131,22,5,81,34,2014
12,131,22,5,81,36,2014
7,828,22,5,81,42,2014
53,131,22,5,81,46,2015
5,316,22,5,111,1,2012
22,611,22,5,111,1,2012
60,131,22,5,111,3,2010
19,827,22,5,111,4,2012
29,131,22,5,111,9,2010
6,611,22,5,111,10,2010
30,802,22,5,111,10,2010
9,131,22,5,111,11,2013
47,131,22,5,111,12,2010
75,131,22,5,111,14,2013
14,316,22,5,111,15,2011
51,131,22,5,111,16,2012
85,722,22,5,111,17,2011
15,131,22,5,111,19,2009
22,131,22,5,111,22,2011
8,827,22,5,111,26,2009
6,131,22,5,111,28,2011
48,131,22,5,111,29,2013
5,391,22,5,111,31,2011
10,611,22,5,111,32,2009
5,831,22,5,111,37,2011
22,131,22,5,111,40,2009
11,611,22,5,111,40,2009
63,131,22,5,111,41,2012
23,131,22,5,111,43,2012
28,131,22,5,111,49,2010
19,611,22,5,111,49,2010
27,131,22,5,111,55,2011
35,131,22,5,111,56,2010
7,822,22,5,111,58,2012
10,831,22,5,111,58,2012
20,131,22,5,111,59,2013
64,131,22,5,111,60,2014
72,131,22,5,111,62,2013
12,491,22,5,111,63,2009
9,827,22,5,111,63,2009
13,131,22,5,111,68,2015
17,131,22,5,111,71,2005
12,701,22,5,111,77,2013
9,701,22,5,111,78,2013
48,131,22,5,111,82,2014
41,131,22,5,111,83,2009
23,131,22,5,111,89,2014
71,131,22,5,111,91,2015
8,131,22,5,111,93,2015
9,611,22,5,119,6,2013
14,802,22,5,119,10,2010
8,611,22,5,119,13,2009
42,221,22,5,119,17,2010
6,131,22,5,119,19,2011
7,131,22,5,119,22,2011
58,131,22,5,119,26,2010
29,131,22,5,119,30,2011
47,131,22,5,119,31,2011
10,131,22,5,119,36,2011
8,611,22,5,119,42,2015
17,131,22,5,119,43,2014
17,131,22,5,119,44,2013
15,131,22,5,119,49,2015
36,131,22,5,119,50,2013
18,131,22,5,119,51,2015
33,131,22,5,119,55,2014
13,611,22,5,119,55,2014
59,131,22,5,119,57,2014
26,131,22,5,119,64,2014
14,611,22,5,119,64,2014
29,131,22,5,119,66,2013
18,611,22,5,119,66,2013
9,822,22,5,127,1,2011
7,611,22,5,127,3,2010
8,611,22,5,127,4,2010
15,827,22,5,127,4,2010
66,131,22,5,127,5,2013
48,131,22,5,127,6,2011
20,131,22,5,127,7,2009
15,131,22,5,127,9,2011
23,131,22,5,127,12,2009
18,131,22,5,127,21,2010
22,131,22,5,127,22,2013
21,131,22,5,127,25,2011
11,131,22,5,127,26,2010
9,611,22,5,127,28,2013
34,131,22,5,127,29,2012
38,131,22,5,127,33,2009
19,131,22,5,127,34,2011
4,391,22,5,127,34,2011
60,131,22,5,127,36,2011
40,131,22,5,127,37,2001
53,131,22,5,127,41,2002
8,131,22,5,127,44,2002
13,131,22,5,127,46,2011
62,131,22,5,127,48,2012
17,131,22,5,127,54,2012
35,131,22,5,127,55,2012
30,131,22,5,127,56,2013
10,131,22,5,127,57,2012
6,835,22,5,127,57,2012
28,131,22,5,127,58,2011
5,802,22,5,127,58,2011
8,611,22,5,127,61,2009
7,131,22,5,127,63,2011
74,131,22,5,127,64,2010
9,611,22,5,127,67,2014
40,131,22,5,127,69,2015
13,131,22,5,127,70,2005
30,131,22,5,127,71,2014
9,611,22,5,127,72,2013
36,691,22,5,127,73,2014
15,131,22,5,127,77,2009
47,131,22,5,127,81,2015
26,131,22,5,127,82,2013
23,221,22,5,127,84,2014
25,691,22,5,127,84,2014
42,131,22,5,127,86,2015
6,611,22,5,127,87,2014
15,131,22,5,127,88,2015
7,611,22,5,127,88,2015
29,131,22,5,127,91,2015
26,131,22,5,127,93,2014
9,611,22,5,127,93,2014
8,131,22,5,127,95,2014
22,131,22,5,127,96,2009
33,131,22,5,127,97,2015
6,611,22,5,127,97,2015
18,131,22,5,127,98,2013
40,131,22,5,127,102,2015
78,131,22,5,127,103,2014
12,131,22,5,127,104,2014
56,131,22,5,127,107,2013
5,121,22,5,127,109,2011
82,131,22,5,127,110,2010
16,131,22,5,127,111,2010
34,131,22,5,127,112,2014
20,131,22,5,127,157,2009
15,131,22,5,127,158,2009
20,131,22,5,127,159,2011
35,131,22,5,127,160,2014
35,12,23,1,29,6,2015
25,95,23,1,29,28,2014
31,371,23,1,29,29,2015
7,375,23,1,29,29,2015
29,531,23,1,29,70,2015
12,12,23,1,29,81,2015
8,318,23,1,29,81,2015
12,531,23,1,29,81,2015
7,701,23,1,29,81,2015
5,12,23,1,29,130,2016
22,241,23,1,29,130,2016
32,12,23,1,29,134,2014
7,316,23,1,29,169,2014
56,12,23,1,29,177,2015
37,241,23,1,29,205,2014
58,12,23,1,29,214,2015
35,95,23,1,29,236,2014
64,97,23,1,29,258,2014
12,12,23,1,29,260,2015
6,371,23,1,29,283,2016
14,12,23,1,29,296,1999
32,12,23,1,29,318,2016
9,241,23,1,29,318,2016
14,261,23,1,29,318,2016
15,129,23,1,29,336,2015
20,12,23,1,29,358,2014
24,97,23,1,29,358,2014
17,371,23,1,29,360,2015
23,375,23,1,29,360,2015
10,12,23,1,29,361,2014
8,94,23,1,29,361,2014
30,12,23,1,29,364,2016
19,241,23,1,29,364,2016
10,316,23,1,29,373,2015
15,12,23,1,29,403,2016
52,12,23,1,29,432,2016
10,97,23,1,29,432,2016
36,241,23,1,29,445,2014
24,97,23,1,29,446,2014
21,261,23,1,29,446,2014
11,97,23,1,29,458,2015
18,261,23,1,29,458,2015
8,129,23,1,29,517,2015
19,12,23,1,29,527,2015
35,241,23,1,29,545,2014
7,261,23,1,29,545,2014
8,316,23,1,29,545,2014
62,12,23,1,29,562,2016
23,12,23,1,29,564,2010
17,12,23,1,29,573,2015
24,97,23,1,29,573,2015
25,12,23,1,29,624,2014
23,97,23,1,29,624,2014
26,743,23,1,29,638,2015
20,12,23,1,29,671,2015
59,12,23,1,29,675,2016
19,241,23,1,29,675,2016
37,12,23,1,29,688,2016
19,241,23,1,29,747,2016
11,12,23,1,29,762,2015
14,97,23,1,29,762,2015
9,261,23,1,29,762,2015
21,12,23,1,29,771,2014
25,12,23,1,29,789,2016
27,97,23,1,29,789,2016
15,261,23,1,29,789,2016
15,261,23,1,29,820,2016
13,97,23,1,29,830,2014
10,316,23,1,29,830,2014
6,371,23,1,29,830,2014
44,12,23,1,29,832,2014
9,241,23,1,29,832,2014
4,97,23,1,29,836,2014
22,261,23,1,29,836,2014
19,316,23,1,29,836,2014
16,12,23,1,29,845,2014
8,261,23,1,29,845,2014
20,371,23,1,29,845,2014
21,241,23,1,29,846,2016
8,375,23,1,29,846,2016
39,12,23,1,29,862,2014
22,531,23,1,29,884,2014
27,95,23,1,29,886,2015
32,129,23,1,29,890,2015
39,12,23,1,29,899,2014
22,241,23,1,29,914,2014
25,97,23,1,29,964,2014
8,531,23,1,29,964,2014
9,97,23,1,29,968,2015
16,261,23,1,29,968,2015
6,371,23,1,29,968,2015
24,97,23,1,29,985,2014
26,12,23,1,29,996,2016
23,375,23,1,29,1002,2016
21,12,23,1,29,1087,2016
11,316,23,1,29,1087,2016
18,833,23,1,29,1091,2015
22,241,23,1,29,1152,2014
37,531,23,1,29,1211,2014
28,12,23,1,29,1216,2016
30,97,23,1,29,1216,2016
16,129,23,1,29,1216,2016
32,12,23,1,29,1229,2016
48,12,23,1,29,1249,2000
31,12,23,1,29,1256,2015
37,316,23,1,29,1291,2015
55,97,23,1,29,1298,2015
17,97,23,1,29,1307,2000
20,261,23,1,29,1307,2000
7,316,23,1,29,1307,2000
13,531,23,1,29,1366,2016
24,12,23,1,29,1466,2015
5,129,23,1,29,1466,2015
15,318,23,1,29,1476,2016
11,371,23,1,29,1476,2016
17,531,23,1,29,1476,2016
10,12,23,1,29,1483,2015
22,12,23,1,29,1498,2014
22,316,23,1,29,1498,2014
6,316,23,1,29,1520,2015
34,12,23,1,29,1607,2014
16,375,23,1,29,1607,2014
50,12,23,1,29,1650,2015
13,241,23,1,29,1650,2015
45,12,23,1,29,1661,2014
7,129,23,1,29,1676,2016
10,316,23,1,29,1676,2016
23,12,23,1,29,1700,2015
4,97,23,1,29,1700,2015
9,125,23,1,29,1702,2016
15,129,23,1,29,1702,2016
14,95,23,1,29,1744,2014
22,316,23,1,29,1744,2014
32,12,23,1,29,1767,2014
13,97,23,1,29,1767,2014
24,316,23,1,29,1767,2014
26,94,23,1,29,1768,2014
24,97,23,1,29,1774,2015
16,129,23,1,29,1781,2015
19,316,23,1,29,1782,2016
14,94,23,1,29,1789,2015
37,12,23,1,29,1801,2016
31,12,23,1,29,1808,2015
41,316,23,1,29,1808,2015
14,12,23,1,29,1830,2015
31,261,23,1,29,1839,2016
23,12,23,1,29,1845,2016
35,12,23,1,29,1879,2016
11,316,23,1,29,1879,2016
17,12,23,1,29,1917,2014
14,129,23,1,29,1917,2014
12,316,23,1,29,1917,2014
11,97,23,1,29,1951,2016
20,261,23,1,29,1951,2016
13,12,23,1,29,1996,2014
9,97,23,1,29,1996,2014
17,261,23,1,29,1996,2014
17,12,23,1,29,2065,2012
40,12,23,1,29,2121,2012
21,316,23,1,29,2121,2012
14,12,23,1,29,2135,2012
16,12,23,1,29,2142,2012
49,12,23,1,29,2148,2012
25,97,23,1,29,2148,2012
32,12,23,1,29,2155,2012
20,97,23,1,29,2155,2012
11,129,23,1,29,2155,2012
43,12,23,1,29,2169,2012
25,762,23,1,29,2216,2012
7,743,23,1,29,2282,2012
5,379,23,1,29,2289,2012
13,12,23,1,29,2294,2012
5,371,23,1,29,2304,2012
60,241,23,1,29,2338,2012
29,12,23,1,29,2366,2012
13,241,23,1,29,2398,2012
9,316,23,1,29,2398,2012
12,95,23,1,29,2403,2012
18,12,23,1,29,2416,2012
19,241,23,1,29,2437,2012
15,743,23,1,29,2457,2012
25,12,23,1,29,2462,2012
20,97,23,1,29,2462,2012
18,12,23,1,29,2467,2012
35,12,23,1,29,2510,2012
14,97,23,1,29,2510,2012
4,371,23,1,29,2510,2012
10,379,23,1,29,2510,2012
9,318,23,1,29,2512,2012
15,531,23,1,29,2519,2012
8,97,23,1,29,2520,2012
33,12,23,1,29,2547,2012
12,97,23,1,29,2569,2012
18,12,23,1,29,2570,2012
54,241,23,1,29,2570,2012
5,371,23,1,29,2570,2012
19,12,23,1,29,2574,2012
12,97,23,1,29,2574,2012
24,316,23,1,29,2606,2012
33,95,23,1,29,2608,2012
23,316,23,1,29,2612,2012
23,71,23,1,29,2647,2012
30,97,23,1,29,2650,2012
15,261,23,1,29,2650,2012
31,97,23,1,29,2663,2012
27,261,23,1,29,2663,2012
15,97,23,1,29,2667,2012
32,261,23,1,29,2667,2012
31,12,23,1,29,2684,2012
29,97,23,1,29,2687,2012
58,12,23,1,29,2704,2012
9,316,23,1,29,2704,2012
42,12,23,1,29,2707,2013
15,12,23,1,29,2735,2013
13,97,23,1,29,2735,2013
6,316,23,1,29,2735,2013
14,375,23,1,29,2746,2013
8,94,23,1,29,2767,2013
20,316,23,1,29,2767,2013
15,375,23,1,29,2767,2013
14,531,23,1,29,2767,2013
11,316,23,1,29,2770,2013
39,12,23,1,29,2788,2013
11,97,23,1,29,2788,2013
21,241,23,1,29,2788,2013
40,316,23,1,29,2802,2013
70,12,23,1,29,2862,2013
20,316,23,1,29,2862,2013
22,12,23,1,29,2869,2013
26,12,23,1,29,2886,2013
32,95,23,1,29,2886,2013
18,12,23,1,29,2912,2013
9,129,23,1,29,2912,2013
18,316,23,1,29,2912,2013
28,97,23,1,29,2929,2013
36,12,23,1,29,2938,2013
13,241,23,1,29,2938,2013
21,316,23,1,29,2938,2013
21,12,23,1,29,3061,2013
31,241,23,1,29,3061,2013
57,12,23,1,29,3154,2013
13,97,23,1,29,3154,2013
7,97,23,1,29,3177,2013
10,261,23,1,29,3177,2013
23,316,23,1,29,3190,2013
22,97,23,1,29,3311,2013
9,12,23,1,29,3317,2013
14,95,23,1,29,3317,2013
19,531,23,1,29,3339,2013
10,371,23,1,29,3343,2013
52,12,23,1,29,3347,2013
20,12,23,1,29,3368,2013
30,12,23,1,29,3411,2013
23,95,23,1,29,3430,2013
40,95,23,1,29,3436,2013
8,241,23,1,29,3436,2013
22,12,23,1,29,3487,2013
31,97,23,1,29,3487,2013
14,129,23,1,29,3487,2013
20,241,23,1,29,3487,2013
16,97,23,1,29,3493,2013
14,261,23,1,29,3493,2013
19,316,23,1,29,3561,2013
11,833,23,1,29,3561,2013
12,316,23,1,29,3649,2013
9,371,23,1,29,3650,2013
7,531,23,1,29,3650,2013
12,531,23,1,29,3651,2013
9,12,23,1,29,5349,2014
62,241,23,1,29,5349,2014
8,375,23,1,29,5349,2014
23,531,23,1,29,5350,2014
41,12,23,1,29,5353,2015
45,12,23,2,3,26,2016
16,375,23,2,3,26,2016
43,12,23,2,3,27,2016
27,746,23,2,3,27,2016
24,12,23,2,3,45,2014
28,316,23,2,3,49,2016
19,12,23,2,3,54,2016
11,97,23,2,3,57,2015
36,12,23,2,3,59,2016
29,12,23,2,3,60,2016
16,97,23,2,3,60,2016
11,371,23,2,3,60,2016
22,12,23,2,3,85,2014
50,241,23,2,3,85,2014
13,531,23,2,3,106,2015
5,375,23,2,3,118,2016
39,12,23,2,3,122,2016
13,97,23,2,3,122,2016
33,95,23,2,3,136,2014
26,12,23,2,3,168,2015
13,318,23,2,3,171,2015
10,371,23,2,3,171,2015
78,12,23,2,3,176,2015
15,12,23,2,3,179,2014
9,94,23,2,3,182,2016
47,241,23,2,3,182,2016
6,12,23,2,3,184,2014
21,241,23,2,3,184,2014
22,12,23,2,3,199,2015
44,95,23,2,3,202,2015
69,241,23,2,3,203,2014
44,12,23,2,3,232,2016
68,241,23,2,3,242,2014
26,12,23,2,3,248,2015
7,316,23,2,3,248,2015
19,12,23,2,3,253,2014
44,12,23,2,3,259,2016
8,316,23,2,3,259,2016
8,375,23,2,3,259,2016
40,12,23,2,3,271,2014
35,12,23,2,3,284,2014
